transcript,wav_filename,wav_filesize
Oddiy marshrutlashda tarmoqni topologik va grafik o'zgarishlari hisobga olinmaydi.,AwACAgIAAxkBAAEB5xZgOdpwhQABT0jyX1KqAqDY3Shn10QAAnMNAAJ-wshJSZcsQC0eYeEeBA.wav,17987
Oppoq ko'ylakda bir olam orzu niyatlari bilan ko'zlari yonib turgan dugonam edi.,AwACAgIAAxkBAAECqqVgPP59KufDbeuf40HzC1IkkDvH1AACVg0AAqLg6EnNp9aLCUVwRh4E.wav,20452
 asoschisi kabi mo'tabar tarixiy zotlardir.,AwACAgIAAxkBAAECpVlgPPgdY_nGQvRi0Q2fgfO9W4CEmgACvQwAAqLg6Enc-3T2RibENR4E.wav,9413
"Ammo mahsulot qoramol, qo'y va echkiga tegishli emas, degan xulosaga kelingan.",AwACAgIAAxkBAAECrA9gPQABNkdKDArhceaDVGpitRwPtkEAAnsNAAKi4OhJ6Hi5cYnMckIeBA.wav,19012
  mushuk terisi bahosida Diyorovga sotib ketishar edi.,AwACAgIAAxkBAAECrg1gPQUKk1eQ4jVsf5i4qSzZHdHwAgAC3w0AAqLg6EnCL_UupPsMih4E.wav,10900
"Nima uchun gunohkor emas, begunoh odam jazolanadi?",AwACAgIAAxkBAAECqw5gPP7nygJ2TV4aTlGt9e2WwtJonQACzQ0AAmRF6UlfdMbREj0JIx4E.wav,9284
"Asror daftar orasidan ikki varaq yirtib olib, baxtli bolalik deb yozdi da, o'yga toldi.",AwACAgIAAxkBAAECq0lgPP9BGP0-PnyaQb1f8YkFU2uZ_gAC2Q0AAmRF6UkJKkpKumRdkh4E.wav,17792
"O'zim hamshira bo'lib ishlayman, turmush o'rtog'im ikkinchi guruh nogironi.",AwACAgIAAxkBAAECqClgPPtXsbPEmK2IlZy-7tfgghWu9AACaQ0AAmRF6UmyRDyKztFovB4E.wav,12227
"Bir ovchining ovi baroridan kelmay, uyiga ranjib qaytayotgan ekan,",AwACAgIAAxkBAAECrEdgPQABcszIHaJI1q2xM-iOeFHKPQkAAmwOAAIGfOhJCx5uOdCTE5seBA.wav,14795
" belgilay olmasmiz-ku, ammo naq ahmoqlikning o'zi ekanini dangal ayta olamiz.",AwACAgIAAxkBAAECqtdgPP6w7BxAVDjbDvAwpFdphBY2cAACQA4AAgZ86EnNqUFQF-0H7h4E.wav,17801
"hikmatli fikrlar darkor, aqlli fikrlar uchun esa yuqori darajadagi bilim kerak.",AwACAgIAAxkBAAECp-xgPPsbOhRcRq2EGLjD8cEkENwMZwAC9w0AAgZ86EmyWPT-zbee5x4E.wav,16829
Bugun joylarda g'alla o'rim yig'imi qizg'in va uyushqoqlik bilan olib borilmoqda.,AwACAgEAAxkBAAECrRBgPQFavPDBbRYl_70YyWZSrPrRsAACtQEAAiYc6UWu6qzwJ9qwSx4E.wav,18505
"Demak, bu yerda jiddiyroq gap bo'lgan.",AwACAgEAAxkBAAECq5tgPP-0GyhWs2j5rDXTdactNZwjdAACiAEAAiYc6UWw9vNxlrlXrB4E.wav,9562
Ushbu hujjat o'rim yig'im ishlarini har yilgiga nisbatan tezroq yakunlash imkonini beradi.,AwACAgEAAxkBAAECrN1gPQEi1yto7Am4S8bZrpw6SRXHxwACrwEAAiYc6UWEr6rYWW9GVh4E.wav,21683
"Bu adolatsizlikdan maqsad xalqning ruhini sindirish, g'ururini poymol etish, o'ziga,",AwACAgEAAxkBAAECp1dgPPqBZ_yeWoy9E9YtcXiie1WDNwACEwEAAiYc6UXWc6aPr-2vPB4E.wav,24648
Olimlar bunday mevalarni tibbiy dori darmonlarga teng qo'yishadi.,AwACAgEAAxkBAAECqQABYDz8QGzkXEfCSh6oNh5Wv49WVMoAAj4BAAImHOlFAoqyW46X1JMeBA.wav,16836
"Bozor biror narsani taqsmilasa, uni yetishmovchiligi kuzatilmaydi",AwACAgIAAxkBAAKhsGA0fKuRNHJ4Nq6u44IzvwHNqXn8AAImCwACvb-oSYp8TqLl0b_AHgQ.wav,17672
Men dushmanlarimni do’stlarimga aylantirish orqali xonavayron qilaman,AwACAgIAAxkBAAKjT2A0f8TDneCWfQszyTG1-9H_SCskAALzDgAC_I2gSTe6eVSg2v5cHgQ.wav,16114
U xotiniga sadoqatli chiqib qoldi,AwACAgIAAxkBAAKkkGA0gfUiRprNpeS1BwPAa2WvxWU6AAKdDwAC_I2gSQVgb7dfEu2QHgQ.wav,12931
 jasoratli harakatlar ko'lami alohida ajralib turadi.,AwACAgIAAxkBAAECpWRgPPgsvmQgDuyxQWF_mpk446PnyAACwQwAAqLg6EnfcdIFe1fLlh4E.wav,10513
"Ulardan meros xazina kitoblar menga nasihat qiladi, dardimga sherik bo'ladi.",AwACAgIAAxkBAAECqdNgPP1OZ220JiOrLDD5US4WnI-7bgACOg0AAqLg6EmF5lX1Im9xBh4E.wav,22348
 o'z xalqini ko'krak kerib himoya qilgan shaxslar bo'lgan.,AwACAgIAAxkBAAECpYFgPPhU2VfzJfzUGzueI8rgSFdJ7wACygwAAqLg6EnzuJxUh02B5B4E.wav,10778
"  shu artishi bilan ustunni u bilinar bilinmas bo'lsa da, yemiradi.",AwACAgIAAxkBAAECreJgPQQGSL9YLxa2u81Goa02W9g4WgACxg0AAqLg6EnyC4T7OtyyJR4E.wav,14058
" og'a inidurlar, bu haqiqatni barcha idrok qilar, deb o'ylayman.",AwACAgIAAxkBAAECrOlgPQEwhi0JZL5bWXyyY01SJmbHTQAClA0AAqLg6EmrQnbx1Q1AJx4E.wav,15306
ijodiy munosabati qo'shib ifodalanadigan insholar kiradi.,AwACAgIAAxkBAAECrX5gPQIDp4_ywt17spoDhOUT031upgACPA4AAmRF6UmhZuzTtnJWwx4E.wav,9641
"Ota ona mehri, kirdik qoni to'kilgan uy degan tushunchalar unga begona.",AwACAgIAAxkBAAECqyNgPP8IYGU1yhmhhpt34Nwl93OyOwAC0g0AAmRF6UnDgFj3AWZwhh4E.wav,14358
Vijdonni donish ahli qalbni tirnaydigan tirnog'i o'tkir hayvonga ham o'xshatganlar.,AwACAgIAAxkBAAECqaFgPP0Rv1pBqqtKB9s9PsTXvEqNUwAClg0AAmRF6UnUk8ER-WBIAR4E.wav,17897
"Ular jon dili bilan kuchukcha, mushukcha, uloqchalar qiyofasiga kiradi.",AwACAgIAAxkBAAECq-ZgPQABDlAV98X48MSuW7r4ViorGmMAAvcNAAJkRelJxmEDHELaP5seBA.wav,14294
Turizm salohiyatini oshirishda aviaqatnovlarning tutgan o'rniga alohida e'tibor qaratildi.,AwACAgIAAxkBAAECqJlgPPvY-uBV-MzrTZcJ7BfnZYvu2QACdQ0AAmRF6UmBI_XF4gABbzceBA.wav,15597
"o'zini dono bilib, men osmonda itlarning hurishini eshitdim, debdi.",AwACAgIAAxkBAAECpmtgPPlJnI4-mLPopaSIDM70eMRQrgACyA0AAgZ86Enxcd--z7XAXh4E.wav,14969
"odatlarga xilof ish yurituvchi mardlardan, jasur, ammo qaysarlardan o'zini nari tutadi.",AwACAgIAAxkBAAECqDlgPPtqOJ_NKL_yHTVxDnt_huHdHgAC_A0AAgZ86EnBld2nRfK5-x4E.wav,18191
Bechora ayol Bag'dod shahrining o'rtasidan daryo oqib o'tishini qaerdan bilsin?,AwACAgIAAxkBAAECputgPPoDwLqFEFA50DwAAQIJBHbxqhwAAtgNAAIGfOhJ_2mAklPzwsIeBA.wav,16338
"odob va axloqdan saboq olsin, deb uni muallimga topshiribdi.",AwACAgIAAxkBAAECrCFgPQABS8z8WRhdlXoBnUlonEiXAUkAAmcOAAIGfOhJXq6YQWZrn3MeBA.wav,14644
"holbuki avvallari o'zing oltin kabi eding, senga nima bo'ldi?",AwACAgIAAxkBAAECpsNgPPnNmLGNRqP89fRcMkwrobmyAwAC1Q0AAgZ86EkrjWtyz9aQxx4E.wav,14591
Kam ta'minlangan oiladan chiqqan xotin qizlar uchun imkoniyat beriladi.,AwACAgEAAxkBAAECrFhgPQABg7mzOCCbJR_3ZvNQoOq_nuEAAp8BAAImHOlFp3ppYmXBpOMeBA.wav,16633
"Xullas, rezavor mevalarning afzalliklari ilmiy tadqiqotlarda tasdig'ini topgan.",AwACAgEAAxkBAAECqQlgPPxJh8cxEluX3m6mPSz_TY_OGwACPwEAAiYc6UW62vCcmO8k3R4E.wav,19921
Xotin qizlarning hujjatlari har yili o'ninchi mayga qadar boshqarmalarga taqdim etiladi.,AwACAgIAAxkBAAECpf5gPPjKlgVke_uHMM8Stkiez0cHWAACHgwAAlgG6UncvcnUTq_X4x4E.wav,22481
Natijada kon xom ashyo bazasining ishonchli hisobi olindi.,AwACAgIAAxkBAAECpKFgPPcDy5z6jCijHO4_EbF93gsUngAC7wsAAlgG6UkFdEtlYGrU1x4E.wav,17277
" mahkam ushlaydilar, biroq dunyoda sinov, imtihon mavjudligini unutadilar.",AwACAgIAAxkBAAECpjFgPPkHNC8xkLhnYqRjtzNYA4PlkAACxhAAAjiM6El1hxsOH9oOSB4E.wav,20392
Men buni universitetda matematika o’qigan odam sifatida yozyapman.,AwACAgIAAxkBAAECrqNgPRXBdVAKBVzUv8H5yxQBO9pdlQAC0AkAAnby6EnEXwABmwxv6QweBA.wav,18346
U orqali Siz dunyoning ixtiyoriy nuqtasidagi elektron kutubxona ma`lumotlaridan foydalana olishingiz mumkin.,AwACAgIAAxkBAAECr_pgPR6MYL4fb_HNE3VKsCEYTszCSAACugsAAhai6Um_hQuXU6AxJh4E.wav,33112
"Qayd etilishicha, tabiiy gaz taqsimotini muvozanatlashtirish bo‘yicha maxsus vaqtinchalik choralar ko‘rilmoqda",AwACAgIAAxkBAAKkUmA0gWst-v0GSntv-tnajvPJR2CJAAJ6DwAC_I2gSXb_64PoeH6BHgQ.wav,30277
Farmon bilan agentlikning asosiy vazifalari va faoliyat yo'nalishlari belgilandi.,AwACAgIAAxkBAAECpS1gPPfXjBW9pOEossZiW7hauNiuswACswwAAqLg6EmZrhW9onA9qh4E.wav,14504
  uzoq muddatli imtiyozli ipoteka kreditlari beriladi.,AwACAgIAAxkBAAECpbBgPPiBy-WICcXrRKPfy9anY3q0FwAC0QwAAqLg6Elwga9_lZR5zh4E.wav,11649
Uch va ikki tomonlama shartnomalar bo'yicha issiqlik energiyasi uchun haq to'lanadi.,AwACAgIAAxkBAAECqONgPPwgwPX54SgoGVUxfp6GLsEB2AACHg0AAqLg6EkoP4LgDx4k0h4E.wav,18739
"Boylik oldida ko'ziga na bolalari, na xotini va na otasi ko'rinadi.",AwACAgIAAxkBAAECq7FgPP_QOeuz3WXAQKHX4E5NNiCIEwAC7w0AAmRF6Ul8hGzm99oqwB4E.wav,14286
Dunyo bo'ylab sayyohlarning qariyb oltmish foizi havo yo'llari qatnovidan foydalanadi.,AwACAgIAAxkBAAECqKJgPPvgNT1jUebvSgkTX1ovv2obZQACdg0AAmRF6UltjNC_vV2_gR4E.wav,16876
o'rmalashdan o'zga yumush qo'lidan kelmasdi.,AwACAgIAAxkBAAECq-lgPQABEJoOyvJPv-fVef9fC_t_ji0AAmAOAAIGfOhJz1djXUUX9rUeBA.wav,11834
Mutaxassislar buni Xitoyda mashinalarga talab oshgani bilan tushuntirishmoqda.,AwACAgEAAxkBAAECqalgPP0gbnRjdgdcHNhcswNq37O6iAACVQEAAiYc6UVcyvk--dJAbh4E.wav,18606
"Fermer boy bo'lsa, davlat ham boy bo'ladi.",AwACAgIAAxkBAAECpj9gPPkajoX2Az-sQ2dJ6oahhSQu1gACJgwAAlgG6UmgvqQ6rNZfUh4E.wav,14694
"uning yetarli darajada ilmi bo'lmasa da, men uni ulyg' olim, deb izzat qilardim.",AwACAgIAAxkBAAECqjNgPP3U8bKnzZuzQfG7v6MO3FFsbAACEhEAAjiM6ElfXUZMyfqI-R4E.wav,21503
yaxshi niyat va amallari bilan ekanligini bilish ham bir baxtdir.,AwACAgIAAxkBAAECqAZgPPs5KbbhicsOpBfKkIrtUY-rAQAC7RAAAjiM6En393GnSG1Evh4E.wav,16791
"o'g'lining hol ahvolini so'raganda ular yurak yutib, voqeani bayon qilgan ekanlar.",AwACAgIAAxkBAAECqrtgPP6ZxQX_MquTNSzDzWf-ptodIQACHREAAjiM6EmJ3kpKKcfGQB4E.wav,23704
"bu xazinani ochasan da, miskin kambag'allarga ulashib chiqasan.",AwACAgIAAxkBAAECqmlgPP4xONBt6if1tID1OHZ4-RePfwACGBEAAjiM6EndkJi-lIIwtB4E.wav,18641
"Lekin bu degani, hukumat aʼzolari vazni ogʻirlashgan sari korrupsiya koʻproq boʻladi degani emas.",AwACAgIAAxkBAAKi9WA0fucazP00TVPK7BT-0aWl0u9WAAJGCwACvb-oSf8fSQIySNiGHgQ.wav,25294
"Bu juda yaxshi boshlanish. Bir necha bor yozgan edim, odamlarni qoʻliga pul berishdan yaxshiroq gʻoya yoʻq.",AwACAgIAAxkBAAJxe2AzorSxEpkEF7oucFIU_KXTmyHqAALaDAACSwiYSfjABFleTSoeHgQ.wav,16599
"Nafaqat muvaffaqiyatli odam, balki qimmatli bo'lishga intiling",AwACAgIAAxkBAAKjk2A0gEgwZbNYHVt3bQFXaac_6_CGAAI3DwAC_I2gSS0GQahFJ-LjHgQ.wav,15892
Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAKlVGA0g1CL86SqLYApdWojxXoR4vP1AALWDwAC_I2gSRw01-xbBUiGHgQ.wav,12756
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAEB555gOdwTn9ViUVgOFtlvJZlUtxQSYgACpQ0AAn7CyEkT79saM4HIaB4E.wav,7960
Odam bolalari hamisha shunday yashasalar bo'lmasmi ekan?,AwACAgIAAxkBAAECrTNgPQGCX0wiHjCT63CKn62qR1CbPwACoA0AAqLg6Em3VnxFVm5axh4E.wav,14820
"Ya'ni adabiy, ijodiy inshoda ijodiy fikrlashga katta e'tibor beriladi.",AwACAgIAAxkBAAECrYtgPQIt45gxEOhLw0tb2joDMC7fCgACQg4AAmRF6UlpKtlRaE1idR4E.wav,11837
Birinchi ta'rifdanoq uning bilimga unchalik ham qiziqishi yo'qligini ko'ramiz.,AwACAgIAAxkBAAECq39gPP-PyJrd_Vhz-RXSuNmv_WUiVgAC5Q0AAmRF6UnEA-GaC4Udux4E.wav,14353
"O'qish va yozish kishi nutq faoliyatining turi bo'lib, u nutqqa oid malakadir.",AwACAgIAAxkBAAECptlgPPnmCZ2EEe0rEw0orTQyXgG3TwACQg0AAmRF6UlxWEKfhJhblB4E.wav,14946
"Sevgan suyganiga etar itoat bobi ishq muhabbat ta'rifi, uning qalbdagi jilosi xususidadir.",AwACAgIAAxkBAAECqj9gPP3z2P_Rzz28qgc63Rq7NhRa8QACqg0AAmRF6Uk6Nn82_Gzs5R4E.wav,21244
Shu bois viza rejimi bekor bo'lgan davlatlardan qatnovlar soni oshiriladi.,AwACAgIAAxkBAAECqLFgPPvtTnFHUTGcxZgBlW8HdhU5yAACeA0AAmRF6UmSbIOsyTpXzB4E.wav,14714
"Lekin u boshqa din, boshqa davr, boshqa makondir, afsuslarkim,",AwACAgIAAxkBAAECrKdgPQAB15-K7r9_DoQS6fmPLiEOtJ0AAnoOAAIGfOhJry8TIXgloMoeBA.wav,13560
"Shunda ustoz uzr bilan debdiki, Sirni dushmanga aytganim, ajalim yetganidan dalolatdir,",AwACAgIAAxkBAAECpxVgPPo8W4SnIhMfr0NdzOGcLxXnNwAC3A0AAgZ86En6Smd--touhx4E.wav,22251
" daraxt shoxiga qo'ngach aytaman, deb shart qo'ybdi.",AwACAgIAAxkBAAECqd5gPP1aJ61Texi7_l7ahSHctUUXSwACIw4AAgZ86Em4VGCQ08jJeh4E.wav,11698
"Mana shu boshlanish va yakunlanish masofasi oralig'ida nimalar birinchi darajali muhim,",AwACAgIAAxkBAAECqBNgPPtEv9FFC0zj_4hVM08vFA0Y-gAC-Q0AAgZ86EmOLnbE-Zw3jB4E.wav,17039
Lekin ochayotgan yo'lining qandayligini va qayoqqa yetaklab borishini bilmaydi.,AwACAgIAAxkBAAECrGdgPQABlLqGXUc5lEPAcG5qW1pNrBMAAnEOAAIGfOhJWSsSJSlEYi0eBA.wav,16050
"U darz ketsa, istalgan millat o'zi, o'zligi, ma'naviy qiyofasini butkul yo'qotadi.",AwACAgEAAxkBAAECp69gPPrbLp88HJRQzFbbXfI1kH9aDwACHQEAAiYc6UWazjvpKfCN3R4E.wav,22806
"O'tirib o'zingga kelib olishing kerak, mendan xavotir olmang, men yaxshiman.",AwACAgEAAxkBAAECq7tgPP_eSdgwNLJf2GmgRijgYUXezQACjAEAAiYc6UV1wKEyQ3J5qB4E.wav,17336
"Mustaqillik arafasidagi ona Vatan mavqei, xalq erki uchun amalga oshirgan xayrli ishlar",AwACAgEAAxkBAAECpz9gPPpqVD6mvtZ3EJGks4wEyxAM8AACEQEAAiYc6UVtu87QeWmFYh4E.wav,24534
"Eng yaxshi o'qishlarda o'qib, chet davlatlariga borib sayohat qilishni orzu qilardik.",AwACAgIAAxkBAAECpW9gPPg6tORGSm27toAp85azRS22DAACDQwAAlgG6UlxNZAWfVz0aB4E.wav,22572
"har qanday haqiqatni inkor eta boshlaydi, bu ham kamlik qilib, bora bora nafratlanadi.",AwACAgIAAxkBAAECp3NgPPqg3EKZ4zD6NkfZTmOrgH56OQAC3xAAAjiM6EnnbyEEU0br-B4E.wav,23309
"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAECrnFgPRUM6UPXVc4EHzC-XPLb5VWRaAACvwkAAnby6EnxdKn5d8eX5R4E.wav,21266
"Men arxitektor emasman, lekin goʻzallikni yaxshi koʻraman.",AwACAgIAAxkBAAJWf2AzVlIrBdz6mmoQPD873XlzXWHYAAIzCwACGAahSedWo-_KSnPGHgQ.wav,12600
Men bir narsani tushunmayman,AwACAgIAAxkBAAKllmA0g8ip3rkqxfntr9Nr80NRvhgqAALyDwAC_I2gSUs_KmIoGc9-HgQ.wav,8307
Xullas shu kino chiqishini intizorlik bilan kutaman.,AwACAgIAAxkBAAKl12A0hLbeD6Lh5aMvGZ4KRfvfNo1IAAINEAAC_I2gSW__U6Zkr-hOHgQ.wav,13550
Barcha mualliflarning taklif qilgan boshqaruv funktsiyalari ro'yxati bir-biridan nimasidandir albatta farq qiladi.,AwACAgIAAxkBAAEB52ZgOdsoCLtDgG3LT51W3sD-x-2OzAACig0AAn7CyEkqChFUe1VWCh4E.wav,21857
"Elektron kutubxonadan foydalanishingiz uchun kompyuter, modem va Internet tarmog`i bo`lishi yetarli.",AwACAgIAAxkBAAEB56ZgOdwsKjAvsFHeKdnMg1yIkAOHpAACqA0AAn7CyElZrk0eSjQEdh4E.wav,17086
Baxshi so'zining dastlabki ilk shaklini aniqlash uchun tarixga murojaat qilamiz.,AwACAgIAAxkBAAECpMhgPPdAU-stMTy1q4gHKplX0PaVRAACpAwAAqLg6En_xxvLNZlHoh4E.wav,14273
"Majlis qarorini tuman partiya qo'mitasining byurosi hech qanday gap, so'zsiz tasdiqladi.",AwACAgIAAxkBAAECrgtgPQUEhK_DeAOgZfFYoyRj-PYTywAC3g0AAqLg6El6J4hiiGvkuh4E.wav,18849
"Stiviya giyohi ham shirin, ham yengil hazm bo'ladigan uglevodlarga ega emas.",AwACAgIAAxkBAAECp8FgPPrrVfyVnY1HmYMhPraxwQpVBAAC-QwAAqLg6EnodYBpj8H8gB4E.wav,19153
Birovni nohaq xijolatga solmoq o'z nodonligini izhor qilmoq va bir ko'ngilni og'ritmoqdir.,AwACAgIAAxkBAAECqfBgPP103QIVJxKg-wX6eqG1d-KnvAACoQ0AAmRF6Ulw7UPXcuRVOB4E.wav,19358
U iqtidorli bolalar maktabidan otarchi otasiga yordamlashish uchun ketadi.,AwACAgIAAxkBAAECq0JgPP85nCZW-yAy83F84Vrv_bCWIgAC2A0AAmRF6Uk_zUwDmFt_-R4E.wav,13814
Shunga o'xshash bir qator tashabbuslar g'arbda allaqachon ishlab chiqilgan.,AwACAgIAAxkBAAECp4lgPPqwnvUGSAdw2UmiDBVHvrfiaQACVQ0AAmRF6UlNGrENahl0ox4E.wav,14767
"Bu so'zlarni eshitgan olti yuz ming kishi faryod chekib, kattayu kichik zor zor yig'ladi.",AwACAgIAAxkBAAECqcdgPP1CLDV9eVY5KW_G9swIQInF6gACmw0AAmRF6Un6zzDzdH3h-h4E.wav,14509
"Bu o'rinda donish ahli derki, farzandlaring, xotining, aka ukalaringdan ham voz kechgil,",AwACAgIAAxkBAAECpVNgPPgV4GEXkxnWBo4s8aIhLf_WygACsQ0AAgZ86Em4DgyTGNWtYx4E.wav,17351
"do'stni dushmandan, hushyorni esa devonadan farqlash mumkin.",AwACAgIAAxkBAAECpQxgPPeoJU-fI5P50pYYcVgNrj0ybQACpw0AAgZ86El5rd29bdGB7R4E.wav,12466
" oshib o'tgani kabi, gunohlari ham boshqa gunohlardan oshib tushadi.",AwACAgIAAxkBAAECpphgPPmKOBezhLO-TgKbyL4nRJGSSQACzw0AAgZ86ElLV6uND3zuCx4E.wav,14535
"bu telba xotin erga tekkan kunini eslab, boshimni qotiryapti.",AwACAgIAAxkBAAECqktgPP4IWlA2EMKgAsp7jAVWUCp2IQACNA4AAgZ86EnIMmuFJKW0Ph4E.wav,14116
"Mo'min mo'minga xuddi binodek, bir birini tutib turadi.",AwACAgEAAxkBAAECqwtgPP7mc6oZ2UoYW_vQiNZ83zGxywACdwEAAiYc6UXjanLvmIEUpR4E.wav,15273
Bunday hollarda u asal bilan qo'shilgan holda qo'llaniladi.,AwACAgEAAxkBAAECqGVgPPufoAyoE9Zg5JHmGaq1ok3OWQACLgEAAiYc6UWMz-kbByc1Fx4E.wav,15871
"Ey, sodda jigarbandim, avvalo, kasal bo'lmang.",AwACAgEAAxkBAAECpcVgPPiUx-zxWAvoehBcH2e5eFFN1QACQAEAAiYc4UX_nh4g9guEkx4E.wav,13535
Hozirgi og'ir sharoitga qaramay mo'l hosil yetishtirishga astoydil harakat qilishmoqda.,AwACAgIAAxkBAAECpllgPPk1rBWS-p8EPVHZHmDExm-fzQACKQwAAlgG6Ul9qTfgJf84Yx4E.wav,23159
"Soy qo'shni qishloqdan endi qo'shni jumhuriyatga tobe oqib o'tardi, bilsam,",AwACAgIAAxkBAAECqTNgPPx9zvTlMsHuIpVCAsNFxO3xRQACBhEAAjiM6Em3PES0-ZQedB4E.wav,24557
Dunyoning u chekkasidan bu chekkasiga uchishadi va oqibatda deyarli hech narsani,AwACAgIAAxkBAAECqIZgPPvDCTleaIxOW_53Wr3h3IEf6AAC-BAAAjiM6Ek1ep1eXdPxPx4E.wav,20851
 siz menga xazinangizni vafotingizdan so'ng xalqqa ulashishni vasiyat qilgan edingiz.,AwACAgIAAxkBAAECqtFgPP6t8ab-JF44cvjE7SYdUt6UgAACHxEAAjiM6Elw1irUJY1NfR4E.wav,20393
"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",AwACAgIAAxkBAAECrklgPRRWAbwJTiqWdlVtVBdRmnEtxQACrwkAAnby6EkKEycVIF-CzB4E.wav,24075
Yilining eng muhim yangiligi.,AwACAgIAAxkBAAECrolgPRVu-yTvuoXNSIEUhTcLnfvDjgACyAkAAnby6EmmSS-AilGv8x4E.wav,9649
AQSh bilan solishtirish ham mantiqsiz,AwACAgIAAxkBAAJ3oWAztpGT7Y6wXHVUhg5oR_-KnDBrAAItDAACRuKZSTh1PR0_CDCAHgQ.wav,14132
Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAKkmGA0ggQZmDHFZz3dQUqHr31cmsITAAKgDwAC_I2gSZu4-AABICBIGB4E.wav,13576
Bu ko'rsatkichlar yordamida tizimlar dinamikasining aniq diagrammalari va grafiklarini tuzishimiz mumkin.,AwACAgIAAxkBAAEB52xgOds7oRPRhfjHbQ3gkUV5TUdIFwACjA0AAn7CyEkksCuyX8g7_x4E.wav,20098
"Said Ahmad bugungi o'zbek adabiyotining chinorlaridan, oqsoqollaridan  bo'lib qoldi.",AwACAgIAAxkBAAECrfFgPQQ8fJhpl4vsTnxs5qUYJ2QiKAACzA0AAqLg6EmaPArUciTy9B4E.wav,20265
Xitoyda mashinalarga talab keskin oshgani sababli ularning to'lovi ham qimmatlashgan.,AwACAgIAAxkBAAECqEdgPPuAR-KKHZRoTRObn-ELozZKVAACCg0AAqLg6EkTpvnAHm6Pux4E.wav,20929
"Mustaqillik arafasidagi ona Vatan mavqei, xalq erki uchun amalga oshirgan xayrli ishlar",AwACAgIAAxkBAAECpWtgPPg3wenP2c5-3xDkR1LfF67feAACxAwAAqLg6EmKlbXbWcfNnh4E.wav,16538
Yozuvchi kitobxonni ohanrabodek o'ziga ergashtira oladigan axloqiy risolalar ham yaratdi.,AwACAgIAAxkBAAECqsVgPP6iSHQsAaAV82uN7XvR4BqwFAACww0AAmRF6UnEwofwISvbbh4E.wav,16986
"Tursunali najotni Yaratgandan emas, shu yigitdan kutgan edi.",AwACAgIAAxkBAAECq7lgPP_d_UZoYfnHctMeJRCfOlj1XwAC8g0AAmRF6UkjrI7VYsZRux4E.wav,11710
"Bilmaysizki, dunyoga kelishingiz bilan onangiz qalbida shirin bir orzu ham tug'ilgan.",AwACAgIAAxkBAAECqRVgPPxVuU-m9GImIFfpucjnX65cwAAChg0AAmRF6UmrM6yvvU1Tdh4E.wav,16608
"Ularda o'ziga ishonch, topqirlik rivojlanadi, ijod uchun imkoniyatlar ochiladi.",AwACAgIAAxkBAAECrGVgPQABkU-7iiLuAAHMhfu_clsS_4oMAAIJDgACZEXpSUUzrqYQoeu8HgQ.wav,15793
"Ojiz oyog'iga kesak tegishi bilan cho'chib, yanada nariroq surilibdi.",AwACAgIAAxkBAAECqOdgPPwjxLpekRGB-SA_l6vAgn55ugACEA4AAgZ86EkyVDoom1-9yh4E.wav,17609
"Hoy, nog'oralarni chalinglar, ertaga sahardan ro'za.",AwACAgIAAxkBAAECpTFgPPfZSo0Hdnp4MXcVcHDFOfCGpwACqg0AAgZ86ElszugUWyPhvB4E.wav,13431
 xorijlik ixlosmandlarga qulaylik yaratish uchun nihoyatda zarur.,AwACAgEAAxkBAAECp99gPPsLXcbHvGpTy73Wnibe9Grj3QACIQEAAiYc6UUmhL-rjk4p3h4E.wav,16415
"Bu so'zning o'zak qismi shevalarda asl shaklini saqlagan, bayla, baylam, baylash kabilar.",AwACAgEAAxkBAAECpYZgPPhbGMhwvMD_it37KuNx1iHAMQACOgEAAiYc4UVoZEuzLLBCxB4E.wav,27202
"Shuningdek, o'ndan ortiq tanlovlar tashkil etildi.",AwACAgIAAxkBAAECpw1gPPoy6x6dYhBAlNv-J7_3dj9YrgACQwwAAlgG6UkH7W3PoBprKh4E.wav,13935
Ichki bozorda don narxlari barqarorligini ta'minlash tadbirlari amalga oshirilmoqda.,AwACAgIAAxkBAAECpn1gPPlgFIpE_As-1rFlszm__xIyBQACLQwAAlgG6UloJvU9EzzP9x4E.wav,23231
"Donishmand derki, Bir kishining tijorati oxirat tijoratiga monelik qilsa,",AwACAgIAAxkBAAECptJgPPncsSv9BPDW_BUahN8QERk8FwAC1xAAAjiM6ElkbvJMKqw7VB4E.wav,23652
"Bilishim boʻyicha, oʻsha voqealar haqida koʻp maʼlumotlar haliyam sir saqlanadi.",AwACAgIAAxkBAAECrq5gPRXpTyypaloqu3tnV-MSICrqiwAC0wkAAnby6En2Mwdm1LghEx4E.wav,24268
"Bitta g'alaba, doimiy g'alaba qozonish istagidan farqli o'laroq, muvaffaqiyatga olib kelmaydi",AwACAgIAAxkBAAKjmWA0gFSNOx9JmEuoGq7AG1UKbnY6AAI7DwAC_I2gSahw6v-ZKKY6HgQ.wav,26373
